2941875007;-504;-10464;12720;0
0;-504;-10528;12672;0
0;-452;-10456;12576;0
0;-512;-10424;12648;0
0;-384;-10448;12656;0
0;-384;-10448;12656;0
0;-400;-10504;12664;0
0;-420;-10428;12656;0
0;-492;-10484;12688;0
0;-456;-10412;12660;0
0;-444;-10484;12780;0
0;-440;-10532;12740;0
0;-368;-10412;12784;0
0;-564;-10428;12764;0
0;-604;-10452;12712;0
0;-604;-10452;12712;0
0;-552;-10496;12752;0
0;-568;-10544;12648;0
0;-432;-10524;12636;0
0;-484;-10536;12592;0
0;-520;-10476;12652;0
0;-420;-10576;12728;0
0;-500;-10580;12736;0
0;-492;-10476;12676;0
0;-352;-10552;12600;0
0;-352;-10552;12600;0
0;-380;-10540;12532;0
0;-412;-10496;12556;0
0;-468;-10396;12696;0
0;-468;-10396;12696;0
0;-476;-10528;12612;0
0;-548;-10444;12724;0
0;-464;-10340;12588;0
0;-464;-10376;12720;0
0;-464;-10384;12652;0
0;-464;-10384;12652;0
0;-432;-10396;12568;0
0;-340;-10472;12604;0
0;-424;-10500;12588;0
0;-484;-10488;12656;0
0;-508;-10444;12624;0
0;-564;-10528;12644;0
0;-444;-10476;12620;0
0;-436;-10472;12596;0
0;-460;-10432;12840;0
0;-460;-10432;12840;0
0;-548;-10404;12688;0
0;-468;-10568;12696;0
0;-508;-10544;12652;0
0;-520;-10436;12680;0
0;-524;-10468;12660;0
0;-468;-10384;12524;0
0;-424;-10392;12612;0
0;-424;-10392;12796;0
0;-436;-10480;12756;0
0;-436;-10480;12756;0
0;-468;-10420;12628;0
0;-468;-10348;12560;0
0;-416;-10352;12616;0
0;-436;-10404;12700;0
0;-532;-10380;12764;0
0;-540;-10360;12704;0
0;-428;-10432;12720;0
0;-452;-10376;12564;0
0;-404;-10448;12656;0
0;-476;-10348;12664;0
0;-476;-10348;12664;0
0;-468;-10432;12616;0
0;-392;-10408;12548;0
0;-444;-10400;12692;0
0;-456;-10364;12648;0
0;-372;-10436;12696;0
0;-448;-10384;12616;0
0;-424;-10356;12732;0
0;-504;-10296;12824;0
0;-512;-10360;12716;0
0;-512;-10360;12716;0
0;-480;-10320;12620;0
0;-488;-10392;12656;0
0;-416;-10448;12660;0
0;-504;-10252;12680;0
0;-372;-10340;12692;0
0;-408;-10344;12628;0
0;-408;-10240;12588;0
0;-440;-10220;12624;0
0;-412;-10336;12716;0
0;-412;-10336;12716;0
0;-412;-10344;12740;0
0;-448;-10324;12644;0
0;-448;-10364;12576;0
0;-456;-10416;12712;0
0;-552;-10376;12680;0
0;-516;-10316;12744;0
0;-500;-10352;12704;0
0;-508;-10408;12648;0
0;-464;-10384;12676;0
0;-464;-10384;12676;0
0;-472;-10376;12624;0
0;-480;-10336;12812;0
0;-404;-10236;12716;0
0;-484;-10296;12720;0
0;-428;-10372;12672;0
0;-512;-10436;12628;0
0;-524;-10392;12608;0
0;-564;-10360;12780;0
0;-504;-10444;12748;0
0;-504;-10444;12748;0
0;-492;-10532;12704;0
0;-436;-10436;12716;0
0;-508;-10488;12780;0
0;-424;-10416;12656;0
0;-492;-10420;12652;0
0;-536;-10464;12672;0
0;-492;-10364;12696;0
0;-420;-10300;12560;0
0;-512;-10384;12552;0
0;-512;-10384;12552;0
0;-376;-10360;12700;0
0;-484;-10436;12692;0
0;-480;-10384;12592;0
0;-432;-10328;12636;0
0;-488;-10308;12556;0
0;-524;-10328;12644;0
0;-484;-10348;12604;0
0;-484;-10484;12700;0
0;-460;-10552;12720;0
0;-460;-10552;12720;0
0;-520;-10460;12584;0
0;-504;-10444;12580;0
0;-432;-10504;12636;0
0;-460;-10380;12468;0
0;-444;-10396;12496;0
0;-352;-10476;12540;0
0;-340;-10452;12740;0
0;-392;-10344;12724;0
0;-468;-10320;12604;0
0;-468;-10320;12604;0
0;-372;-10440;12496;0
0;-432;-10512;12592;0
0;-424;-10472;12556;0
0;-440;-10364;12560;0
0;-464;-10504;12592;0
0;-408;-10552;12612;0
0;-396;-10448;12556;0
0;-448;-10460;12528;0
0;-524;-10492;12544;0
0;-524;-10492;12544;0
0;-484;-10516;12532;0
0;-384;-10452;12612;0
0;-548;-10416;12576;0
0;-480;-10440;12540;0
0;-480;-10580;12544;0
0;-400;-10564;12544;0
0;-432;-10548;12580;0
0;-480;-10508;12576;0
0;-444;-10456;12616;0
0;-388;-10440;12652;0
0;-388;-10440;12652;0
0;-380;-10472;12576;0
0;-424;-10492;12664;0
0;-476;-10564;12768;0
0;-552;-10560;12600;0
0;-476;-10472;12532;0
0;-428;-10504;12616;0
0;-332;-10508;12676;0
0;-400;-10524;12548;0
0;-460;-10480;12748;0
0;-460;-10480;12748;0
0;-528;-10532;12576;0
0;-504;-10596;12608;0
0;-472;-10496;12624;0
0;-416;-10512;12688;0
0;-444;-10548;12564;0
0;-492;-10500;12696;0
0;-544;-10512;12616;0
0;-412;-10440;12664;0
0;-400;-10380;12620;0
0;-400;-10380;12620;0
0;-448;-10416;12736;0
0;-368;-10452;12796;0
